settlement_date,settlement_period,nd,tsd,england_wales_demand,embedded_wind_generation,embedded_wind_capacity,embedded_solar_generation,embedded_solar_capacity,non_bm_stor,pump_storage_pumping,ifa_flow,ifa2_flow,britned_flow,moyle_flow,east_west_flow,nemo_flow,nsl_flow,eleclink_flow
2023-01-01,1,21043,24680,18995,2815,6545,0,13080,0,1161,609,903,-896,-451,-529,253,235,998
2023-01-01,2,21756,25289,19730,2793,6545,0,13080,0,1056,596,904,-897,-451,-529,252,157,998
2023-01-01,3,21348,25269,19327,2773,6545,0,13080,0,1212,516,983,-910,-451,-529,253,-219,999
2023-01-01,4,20586,24574,18589,2753,6545,0,13080,0,1237,510,989,-911,-413,-529,254,-298,999
2023-01-01,5,19781,24135,17806,2712,6545,0,13080,0,1233,600,903,-912,-401,-529,253,-679,998
2023-01-01,6,19077,23505,17105,2671,6545,0,13080,0,1234,609,895,-911,-401,-530,252,-752,999
2023-01-01,7,18511,22969,16459,2615,6545,0,13080,0,1224,609,895,-697,-401,-530,253,-1006,994
2023-01-01,8,17803,22278,15691,2558,6545,0,13080,0,1221,609,894,-680,-401,-529,252,-1044,993
2023-01-01,9,17363,21875,15221,2511,6545,0,13080,0,1124,566,811,-814,-401,-529,253,-1044,933
2023-01-01,10,17096,21654,14936,2464,6545,0,13080,0,1163,567,804,-820,-401,-530,251,-1044,928
2023-01-01,11,17091,22058,14910,2380,6545,0,13080,0,1208,912,891,-900,-401,-530,-284,-1044,963
2023-01-01,12,17231,22240,15034,2295,6545,0,13080,0,1203,945,900,-908,-401,-529,-324,-1044,966
2023-01-01,13,17748,22680,15545,2226,6545,0,13080,0,1196,998,979,-880,-405,-530,-277,-1044,996
2023-01-01,14,18115,23028,15894,2156,6545,0,13080,0,1136,1001,986,-879,-450,-530,-274,-1044,998
2023-01-01,15,18743,23244,16449,2077,6545,0,13080,0,630,1006,991,-839,-451,-530,-407,-1044,998
2023-01-01,16,19085,23490,16805,1997,6545,0,13080,0,552,1007,991,-836,-451,-529,-417,-1020,998
2023-01-01,17,19675,23428,17346,1953,6545,0,13080,0,637,1001,991,-483,-451,-530,-416,-636,998
2023-01-01,18,20491,23746,18152,1909,6545,104,13080,0,288,1001,991,-416,-451,-530,-415,-555,998
2023-01-01,19,21442,23464,19046,1888,6545,473,13080,0,287,1006,991,140,-446,-511,47,-178,998
2023-01-01,20,22152,23637,19671,1867,6545,797,13080,0,40,1006,992,170,-367,-380,93,-98,998
2023-01-01,21,23089,24401,20476,1851,6545,1066,13080,0,58,1005,992,926,-426,-228,926,276,998
2023-01-01,22,23828,24992,21122,1835,6545,1258,13080,0,12,1005,991,1002,-336,-216,999,354,998
2023-01-01,23,24677,26040,21847,1839,6545,1318,13080,0,6,1005,991,1004,-425,-332,999,725,997
2023-01-01,24,25591,26854,22660,1843,6545,1275,13080,0,6,1005,991,1003,-419,-238,999,796,997
2023-01-01,25,26670,27966,23654,1803,6545,1145,13080,0,4,1005,991,1003,-392,-300,999,1056,997
2023-01-01,26,27296,28553,24203,1762,6545,1019,13080,0,6,1005,992,1003,-422,-229,999,1095,997
2023-01-01,27,27541,28815,24417,1693,6545,878,13080,0,6,1004,991,1003,-399,-269,999,1095,997
2023-01-01,28,27670,28993,24548,1624,6545,638,13080,0,4,1005,992,1004,-426,-293,999,1095,997
2023-01-01,29,27881,29217,24760,1534,6545,470,13080,0,6,1005,991,1003,-390,-340,999,1095,998
2023-01-01,30,28315,29636,25232,1444,6545,257,13080,0,3,1005,992,1002,-351,-367,999,1095,998
2023-01-01,31,28818,30336,25684,1377,6545,87,13080,0,2,1005,992,1004,-413,-503,999,1095,998
2023-01-01,32,29486,30969,26320,1310,6545,8,13080,0,9,1005,992,1002,-357,-517,999,1095,998
2023-01-01,33,30837,32160,27525,1234,6545,0,13080,0,6,1005,992,1003,-311,-406,1017,1095,998
2023-01-01,34,31927,33230,28510,1158,6545,0,13080,0,5,1005,992,1003,-310,-388,1019,1095,998
2023-01-01,35,32628,34003,29230,1119,6545,0,13080,0,0,1005,991,875,-334,-441,1005,1095,998
2023-01-01,36,32478,33859,29154,1079,6545,0,13080,0,1,1005,992,869,-330,-450,1004,1095,999
2023-01-01,37,31740,33007,28532,1044,6545,0,13080,0,5,1005,992,994,-358,-304,1018,1095,998
2023-01-01,38,31062,32309,27976,1009,6545,0,13080,0,5,1005,991,999,-379,-263,1019,1095,999
2023-01-01,39,30330,31475,27370,996,6545,0,13080,0,9,1005,991,1003,-248,-288,1019,1095,998
2023-01-01,40,29100,30275,26233,982,6545,0,13080,0,6,1005,991,1003,-303,-266,1019,1095,998
2023-01-01,41,28532,29486,25700,948,6545,0,13080,0,7,1005,991,998,-224,-123,1019,1095,999
2023-01-01,42,28164,29156,25414,914,6545,0,13080,0,5,1005,992,998,-261,-126,1019,1095,998
2023-01-01,43,27163,27978,24521,895,6545,0,13080,0,6,1005,991,1002,-191,-18,1001,1095,999
2023-01-01,44,26018,26756,23496,875,6545,0,13080,0,5,1005,991,1002,-86,-47,999,1095,999
2023-01-01,45,25146,25754,22721,863,6545,0,13080,0,8,1005,991,1003,18,23,999,1095,999
2023-01-01,46,24139,24790,21736,850,6545,0,13080,0,12,1005,992,1003,12,-39,999,1104,999
2023-01-01,47,22885,23783,20585,917,6545,0,13080,0,128,1005,992,1003,-55,-115,999,1237,999
2023-01-01,48,21971,23151,19733,983,6545,0,13080,0,361,1005,991,1004,-204,-15,999,1257,999
2023-01-02,1,21770,22893,19595,999,6545,0,13080,0,357,1005,992,1003,-166,0,999,1257,999
2023-01-02,2,22351,23300,20205,1014,6545,0,13080,0,322,1005,992,1003,-27,0,999,1257,999
2023-01-02,3,21904,22889,19799,1020,6545,0,13080,0,385,1005,992,1003,18,0,999,1257,999
2023-01-02,4,21285,22506,19339,1025,6545,0,13080,0,564,1005,991,1003,-57,0,999,1257,998
2023-01-02,5,20818,22093,19009,1046,6545,0,13080,0,652,1005,992,1002,-23,0,999,1257,999
2023-01-02,6,20379,22048,18584,1066,6545,0,13080,0,1035,1005,992,1003,-34,0,999,1263,998
2023-01-02,7,19895,21647,18104,1130,6545,0,13080,0,1083,1005,991,1003,-69,0,999,1361,998
2023-01-02,8,19426,21230,17642,1194,6545,0,13080,0,1114,1005,991,1003,-90,0,999,1358,999
2023-01-02,9,19180,20954,17410,1193,6545,0,13080,0,932,993,970,1003,-242,0,964,1055,999
2023-01-02,10,19055,20838,17262,1191,6545,0,13080,0,851,988,961,989,-332,0,961,992,999
2023-01-02,11,19251,20612,17498,1182,6545,0,13080,0,545,555,561,563,-216,0,843,722,1000
2023-01-02,12,19699,20843,17887,1173,6545,0,13080,0,306,518,520,558,-238,0,834,669,999
2023-01-02,13,20794,21653,18869,1118,6545,0,13080,0,146,358,340,483,-113,0,670,475,999
2023-01-02,14,21628,22437,19626,1062,6545,0,13080,0,58,341,321,479,-151,0,658,423,1000
2023-01-02,15,22774,23718,20705,1037,6545,0,13080,0,11,165,234,816,-296,-37,872,51,983
2023-01-02,16,23473,24429,21337,1012,6545,0,13080,0,47,149,226,871,-296,-13,888,18,982
2023-01-02,17,24661,25797,22382,989,6545,1,13080,0,8,70,266,568,-416,-112,652,380,985
2023-01-02,18,25655,26758,23320,965,6545,158,13080,0,4,64,272,561,-451,-48,634,457,986
2023-01-02,19,26657,27845,24176,967,6545,736,13080,0,6,138,394,935,-451,-131,663,827,999
2023-01-02,20,27194,28319,24604,968,6545,1472,13080,0,6,149,411,1004,-451,-68,665,902,1000
2023-01-02,21,27535,28762,24850,982,6545,2284,13080,0,6,468,760,1003,-451,-170,976,1215,999
2023-01-02,22,27388,28677,24649,996,6545,2953,13080,0,5,499,789,1003,-451,-233,999,1267,1000
2023-01-02,23,27278,28605,24538,1023,6545,3325,13080,0,6,666,540,859,-451,-270,556,1362,1000
2023-01-02,24,27275,28493,24490,1049,6545,3547,13080,0,6,680,520,852,-451,-161,524,1375,1000
2023-01-02,25,27529,28700,24735,1046,6545,3599,13080,0,5,546,749,997,-451,-115,966,1364,999
2023-01-02,26,27990,29125,25182,1043,6545,3509,13080,0,2,534,767,1003,-451,-82,999,1364,999
2023-01-02,27,27980,29047,25185,1027,6545,3240,13080,0,2,467,510,892,-451,-14,775,1374,1000
2023-01-02,28,28076,29104,25305,1011,6545,2888,13080,0,2,465,490,888,-426,0,758,1376,1000
2023-01-02,29,28777,29685,26044,973,6545,2312,13080,0,5,783,793,829,-303,0,760,1372,1000
2023-01-02,30,29719,30544,26927,934,6545,1483,13080,0,10,804,818,825,-212,-3,760,1354,999
2023-01-02,31,30868,31722,27991,944,6545,664,13080,0,6,313,596,881,-168,-80,950,1065,1000
2023-01-02,32,32294,32962,29381,954,6545,99,13080,0,4,278,582,883,-29,-35,964,1042,1000
2023-01-02,33,34409,35013,31310,981,6545,0,13080,0,4,947,955,674,63,60,1013,1333,999
2023-01-02,34,36472,37072,33224,1007,6545,0,13080,0,0,1005,990,671,212,209,1017,1376,999
2023-01-02,35,37631,38233,34318,1038,6545,0,13080,0,2,1005,991,979,357,307,1019,1375,999
2023-01-02,36,38035,38637,34726,1069,6545,0,13080,0,2,1005,991,1003,400,425,1019,1375,999
2023-01-02,37,37371,37973,34176,1103,6545,0,13080,0,2,1005,992,1004,400,431,1019,1375,999
2023-01-02,38,36362,36964,33230,1136,6545,0,13080,0,2,1005,991,1003,352,288,1019,1369,999
2023-01-02,39,35292,35897,32259,1186,6545,0,13080,0,5,1005,992,1003,350,310,1019,1272,999
2023-01-02,40,34262,34869,31342,1236,6545,0,13080,0,7,1005,991,1003,356,304,1019,1257,999
2023-01-02,41,33000,33606,30201,1290,6545,0,13080,0,6,1005,992,1003,354,199,1019,1257,999
2023-01-02,42,31761,32367,29168,1344,6545,0,13080,0,6,1005,992,1003,261,247,1019,1257,999
2023-01-02,43,30373,30979,27919,1408,6545,0,13080,0,6,1005,992,1003,366,368,1001,1257,999
2023-01-02,44,29172,29777,26745,1472,6545,0,13080,0,5,1005,991,1003,400,285,999,1257,998
2023-01-02,45,27635,28241,25247,1518,6545,0,13080,0,6,1005,992,973,399,329,972,1257,954
2023-01-02,46,25995,26600,23691,1563,6545,0,13080,0,5,1003,989,972,400,437,969,1257,950
2023-01-02,47,24530,25135,22360,1585,6545,0,13080,0,5,622,818,635,400,504,831,1257,994
2023-01-02,48,23407,24018,21383,1607,6545,0,13080,0,11,592,801,610,400,504,821,1257,999
2023-01-03,1,23232,23896,21236,1683,6545,0,13080,0,64,653,771,645,400,504,758,1257,998
2023-01-03,2,23574,24239,21710,1759,6545,0,13080,0,65,657,767,647,400,504,753,1238,998
2023-01-03,3,23224,24234,21406,1849,6545,0,13080,0,410,575,667,588,400,496,725,939,998
2023-01-03,4,22493,23788,20824,1938,6545,0,13080,0,695,567,657,583,400,380,723,872,996
2023-01-03,5,21919,23402,20371,2054,6545,0,13080,0,883,458,605,539,400,272,634,501,854
2023-01-03,6,21403,23241,19891,2170,6545,0,13080,0,1238,448,599,535,400,140,627,422,836
2023-01-03,7,20919,22705,19494,2285,6545,0,13080,0,1186,365,495,668,367,152,253,51,493
2023-01-03,8,20312,22109,18956,2399,6545,0,13080,0,1168,357,479,679,233,30,225,-29,454
2023-01-03,9,19704,21923,18417,2495,6545,0,13080,0,1159,226,104,351,246,0,412,-404,-56
2023-01-03,10,19773,22100,18397,2591,6545,0,13080,0,1154,205,62,300,156,22,426,-469,-104
2023-01-03,11,19967,23246,18656,2704,6545,0,13080,0,946,-519,-388,470,242,146,487,-624,-202
2023-01-03,12,20751,23820,19448,2816,6545,0,13080,0,618,-584,-426,483,211,117,491,-635,-206
2023-01-03,13,22776,24501,21452,2860,6545,0,13080,0,76,-423,-156,614,66,6,447,-470,31
2023-01-03,14,24743,26341,23436,2903,6545,0,13080,0,12,-401,-132,624,0,0,444,-453,47
2023-01-03,15,27136,28961,25752,2946,6545,0,13080,0,10,300,-207,661,-57,-49,385,-572,-330
2023-01-03,16,29052,30914,27621,2988,6545,0,13080,0,48,363,-209,630,-62,-21,381,-570,-352
2023-01-03,17,30720,31846,29126,3040,6545,1,13080,0,5,106,135,8,-163,-106,26,-252,330
2023-01-03,18,31904,32808,30254,3092,6545,41,13080,0,6,87,170,0,-82,-22,3,-194,393
2023-01-03,19,33328,34101,31487,3110,6545,135,13080,0,5,372,344,342,-144,0,618,-24,571
2023-01-03,20,33905,34555,31948,3128,6545,298,13080,0,6,395,364,396,-44,0,665,25,589
2023-01-03,21,34544,35263,32379,3111,6545,333,13080,0,6,514,612,654,-113,0,580,397,720
2023-01-03,22,34825,35588,32572,3093,6545,404,13080,0,6,524,634,689,-157,0,573,456,730
2023-01-03,23,35410,36369,33135,3069,6545,419,13080,0,4,753,541,864,-297,-58,924,517,692
2023-01-03,24,35519,36762,33083,3044,6545,442,13080,0,5,772,536,885,-430,-208,950,531,688
2023-01-03,25,35912,37328,33404,3036,6545,546,13080,0,5,894,754,995,-450,-361,991,606,703
2023-01-03,26,36086,37491,33486,3028,6545,468,13080,0,5,904,774,1003,-450,-350,994,619,708
2023-01-03,27,36163,37546,33457,3017,6545,361,13080,0,5,865,763,928,-450,-328,802,646,951
2023-01-03,28,35956,37298,33168,3005,6545,334,13080,0,4,863,761,920,-437,-301,788,639,969
2023-01-03,29,35651,36743,32882,2993,6545,182,13080,0,4,995,644,662,-338,-150,783,471,739
2023-01-03,30,35496,36573,32731,2980,6545,98,13080,0,9,1001,630,658,-425,-43,783,422,722
2023-01-03,31,35606,36800,32847,2980,6545,20,13080,0,5,655,426,927,-451,-138,678,51,976
2023-01-03,32,36009,37065,33222,2979,6545,1,13080,0,3,627,412,947,-391,-62,670,12,999
2023-01-03,33,36794,37963,33973,3038,6545,0,13080,0,10,940,786,890,-434,-125,870,269,962
2023-01-03,34,37673,38648,34767,3096,6545,0,13080,0,6,965,821,887,-343,-26,884,327,957
2023-01-03,35,38090,39167,35094,3168,6545,0,13080,0,6,819,775,938,-427,-44,863,661,928
2023-01-03,36,37795,38874,34811,3240,6545,0,13080,0,5,805,765,943,-434,-40,861,716,921
2023-01-03,37,36955,37866,34063,3236,6545,0,13080,0,3,514,378,966,-305,-3,777,809,745
2023-01-03,38,36002,36812,33177,3231,6545,0,13080,0,1,496,351,968,-154,-55,770,837,732
2023-01-03,39,34949,35560,32221,3260,6545,0,13080,0,7,965,937,1001,-4,12,1002,1062,976
2023-01-03,40,33485,34096,30846,3289,6545,0,13080,0,11,1003,992,1003,145,1,1019,1095,997
2023-01-03,41,32185,32794,29614,3283,6545,0,13080,0,9,915,992,820,295,47,926,1095,998
2023-01-03,42,30770,31382,28346,3277,6545,0,13080,0,12,905,984,806,343,19,918,1072,998
2023-01-03,43,29251,29858,27010,3353,6545,0,13080,0,7,508,510,458,380,117,357,702,999
2023-01-03,44,27650,28287,25516,3429,6545,0,13080,0,37,472,453,432,281,30,313,624,994
2023-01-03,45,25763,26966,23665,3517,6545,0,13080,0,22,133,-354,321,365,67,-227,253,706
2023-01-03,46,24018,26027,22004,3605,6545,0,13080,0,718,94,-424,311,364,8,-267,175,676
2023-01-03,47,22280,25720,20511,3656,6545,0,13080,0,1038,-724,-34,-339,389,66,-505,-200,456
2023-01-03,48,21351,25199,19721,3706,6545,0,13080,0,1253,-793,0,-402,350,216,-522,-278,434
2023-01-04,1,20779,25119,19367,3799,6545,0,13080,0,1263,-737,-154,-521,395,366,-406,-659,338
2023-01-04,2,21200,25503,19879,3892,6545,0,13080,0,1141,-733,-174,-525,400,473,-398,-732,327
2023-01-04,3,20778,25573,19512,3920,6545,0,13080,0,1299,-425,-526,-497,374,367,-444,-1004,235
2023-01-04,4,20273,25088,19071,3947,6545,0,13080,0,1262,-406,-557,-498,237,409,-448,-1044,228
2023-01-04,5,19761,25210,18591,3993,6545,0,13080,0,1239,-884,-445,-800,87,403,-437,-1044,327
2023-01-04,6,19368,24976,18256,4038,6545,0,13080,0,1303,-922,-437,-806,-60,409,-436,-1044,335
2023-01-04,7,19065,24701,17976,4057,6545,0,13080,0,1303,-958,-590,-737,-118,499,-286,-1044,239
2023-01-04,8,18572,24185,17570,4075,6545,0,13080,0,1307,-961,-609,-730,-86,496,-276,-1044,222
2023-01-04,9,18277,24514,17383,4071,6545,0,13080,0,1246,-1003,-990,-503,6,380,-514,-1044,-337
2023-01-04,10,18331,24675,17511,4066,6545,0,13080,0,1293,-1006,-1026,-472,87,266,-531,-1025,-391
2023-01-04,11,18887,25204,18040,4106,6545,0,13080,0,1272,-1024,-1024,-398,238,368,-621,-734,-644
2023-01-04,12,19571,25584,18637,4145,6545,0,13080,0,1050,-1025,-1013,-389,374,310,-610,-667,-659
2023-01-04,13,21802,25147,20686,4097,6545,0,13080,0,862,-921,-371,-112,400,234,321,-288,-191
2023-01-04,14,23982,26500,22744,4048,6545,0,13080,0,287,-867,-301,-104,356,197,407,-209,-150
2023-01-04,15,26560,27498,25073,4022,6545,0,13080,0,143,405,318,310,212,56,468,166,-195
2023-01-04,16,28346,29144,26698,3996,6545,0,13080,0,25,551,383,364,64,0,472,244,-173
2023-01-04,17,29874,30810,28018,3970,6545,0,13080,0,234,912,867,837,-54,-48,457,614,892
2023-01-04,18,30537,31186,28568,3944,6545,74,13080,0,21,943,914,875,-18,-10,456,691,998
2023-01-04,19,31367,32181,29295,3956,6545,313,13080,0,102,1000,985,990,-112,0,916,1043,998
2023-01-04,20,31452,32247,29332,3968,6545,637,13080,0,12,1005,992,998,-183,0,950,1095,998
2023-01-04,21,31498,32331,29309,3976,6545,984,13080,0,12,1016,992,668,-221,0,996,1095,998
2023-01-04,22,31397,32279,29155,3983,6545,1171,13080,0,12,1030,991,659,-270,0,999,1095,998
2023-01-04,23,31300,32224,29038,3976,6545,1484,13080,0,12,1026,961,403,-312,0,987,1095,997
2023-01-04,24,31346,32168,29013,3968,6545,1550,13080,0,12,1025,959,399,-210,0,986,1095,998
2023-01-04,25,31742,32452,29342,3934,6545,1387,13080,0,7,1007,989,555,-103,0,998,1095,998
2023-01-04,26,31583,32344,29138,3899,6545,1741,13080,0,7,1005,992,557,-154,0,999,1095,998
2023-01-04,27,31479,32265,28935,3868,6545,1903,13080,0,6,1017,991,136,-180,0,999,1095,998
2023-01-04,28,31223,31928,28598,3837,6545,1278,13080,0,5,1039,991,133,-100,0,999,1095,998
2023-01-04,29,31566,32227,28898,3785,6545,1079,13080,0,4,1040,991,516,-57,0,999,1095,998
2023-01-04,30,31915,32528,29176,3732,6545,793,13080,0,13,1005,992,545,0,0,1000,1095,999
2023-01-04,31,32500,33109,29684,3684,6545,326,13080,0,9,990,991,815,0,0,997,1095,998
2023-01-04,32,33489,34095,30634,3635,6545,39,13080,0,6,969,991,854,0,0,997,1095,998
2023-01-04,33,34862,35513,31838,3580,6545,0,13080,0,6,986,974,847,0,-45,1003,1095,998
2023-01-04,34,36335,36939,33106,3524,6545,0,13080,0,4,1005,970,847,37,38,1004,1095,998
2023-01-04,35,36808,37471,33521,3481,6545,0,13080,0,0,1000,824,987,-26,-37,1018,1095,998
2023-01-04,36,36877,37698,33631,3438,6545,0,13080,0,0,1000,814,1002,-154,-67,1019,1095,998
2023-01-04,37,36322,37267,33142,3353,6545,0,13080,0,0,1004,976,1002,-299,-46,1019,1095,998
2023-01-04,38,35530,36532,32443,3267,6545,0,13080,0,0,1005,992,1003,-289,-113,1019,1095,998
2023-01-04,39,34588,35797,31594,3219,6545,0,13080,0,8,1005,992,1003,-392,-209,1019,1095,998
2023-01-04,40,33452,34735,30615,3170,6545,0,13080,0,7,1005,992,1003,-450,-226,1019,1095,999
2023-01-04,41,32276,33706,29482,3095,6545,0,13080,0,7,1005,992,1003,-450,-373,1019,1095,998
2023-01-04,42,30857,32380,28194,3019,6545,0,13080,0,7,1005,992,1002,-412,-504,1019,1095,998
2023-01-04,43,29374,30790,26801,2970,6545,0,13080,0,10,1005,991,1003,-358,-448,1001,1095,998
2023-01-04,44,27933,29420,25511,2921,6545,0,13080,0,10,1005,991,1003,-358,-519,999,1072,998
2023-01-04,45,26490,27984,24188,2841,6545,0,13080,0,9,1005,987,703,-358,-527,954,702,996
2023-01-04,46,25111,26911,22829,2761,6545,0,13080,0,277,1004,964,659,-396,-527,946,624,995
2023-01-04,47,23331,25822,21139,2637,6545,0,13080,0,858,785,-55,883,-451,-527,281,301,939
2023-01-04,48,22457,25438,20324,2512,6545,0,13080,0,1245,769,-158,912,-451,-527,228,178,935
2023-01-05,1,22173,25276,20104,2413,6545,0,13080,0,1251,989,-102,752,-451,-527,161,-172,994
2023-01-05,2,22613,25625,20609,2313,6545,0,13080,0,1112,1006,-96,733,-451,-528,157,-225,998
2023-01-05,3,22418,25568,20445,2205,6545,0,13080,0,1245,1005,-95,723,-451,-528,624,-231,999
2023-01-05,4,21941,25165,19997,2096,6545,0,13080,0,1305,1005,-91,722,-451,-528,660,-249,999
2023-01-05,5,21697,25042,19789,2023,6545,0,13080,0,1247,1005,204,898,-451,-527,365,-520,999
2023-01-05,6,21449,24791,19526,1949,6545,0,13080,0,1225,1005,229,905,-451,-527,344,-539,999
2023-01-05,7,21016,23944,19104,1913,6545,0,13080,0,1145,1005,71,904,-451,-528,94,-204,998
2023-01-05,8,20715,23659,18793,1877,6545,0,13080,0,1230,1005,55,904,-451,-526,76,-137,998
2023-01-05,9,20679,23143,18776,1772,6545,0,13080,0,920,1006,-64,604,-451,-429,21,156,999
2023-01-05,10,20893,23112,18920,1666,6545,0,13080,0,767,1006,-74,560,-436,-342,21,222,977
2023-01-05,11,21513,22932,19519,1560,6545,0,13080,0,262,1006,-35,752,-309,-196,680,592,-17
2023-01-05,12,22513,23516,20433,1453,6545,0,13080,0,16,1006,-19,774,-166,-100,734,671,-102
2023-01-05,13,24955,25597,22685,1410,6545,0,13080,0,11,1005,711,945,-27,-4,981,1040,437
2023-01-05,14,27210,27874,24755,1366,6545,0,13080,0,11,1005,779,952,-53,0,1000,1104,492
2023-01-05,15,29860,30669,27191,1363,6545,0,13080,0,7,1005,793,856,-202,0,942,1237,911
2023-01-05,16,31739,32639,29011,1360,6545,0,13080,0,11,1005,797,850,-289,0,938,1257,950
2023-01-05,17,33115,33880,30266,1377,6545,1,13080,0,8,1005,975,885,-157,0,995,1257,993
2023-01-05,18,33635,34267,30710,1393,6545,61,13080,0,10,1005,990,885,-22,0,999,1257,997
2023-01-05,19,34417,35024,31408,1514,6545,264,13080,0,7,1005,929,651,63,0,952,1257,999
2023-01-05,20,34663,35269,31602,1634,6545,502,13080,0,6,1005,924,648,172,0,948,1257,998
2023-01-05,21,34478,35084,31385,1743,6545,630,13080,0,6,1006,955,873,319,0,512,1257,998
2023-01-05,22,34708,35316,31563,1852,6545,957,13080,0,8,1006,946,902,353,0,480,1257,998
2023-01-05,23,34659,35267,31500,2012,6545,1090,13080,0,8,1006,154,758,395,65,705,1257,998
2023-01-05,24,34429,35036,31299,2171,6545,1180,13080,0,7,1002,79,753,400,186,721,1257,998
2023-01-05,25,34293,34900,31195,2309,6545,1103,13080,0,7,1004,36,467,400,226,678,1257,953
2023-01-05,26,34484,35091,31436,2446,6545,1009,13080,0,7,1003,25,436,399,228,676,1242,943
2023-01-05,27,34114,35301,31154,2550,6545,1092,13080,0,6,917,-410,-171,399,290,593,1006,533
2023-01-05,28,33895,35159,31062,2653,6545,925,13080,0,11,904,-451,-202,399,219,582,948,492
2023-01-05,29,33692,35302,31042,2751,6545,591,13080,0,12,285,-484,-444,399,298,-70,577,281
2023-01-05,30,33383,35053,30854,2848,6545,435,13080,0,15,224,-486,-447,399,200,-122,499,260
2023-01-05,31,33152,34999,30761,2960,6545,227,13080,0,11,-152,-456,-401,399,148,-227,129,123
2023-01-05,32,34056,35934,31693,3071,6545,45,13080,0,5,-190,-451,-400,382,185,-232,70,102
2023-01-05,33,35293,37507,32878,3196,6545,0,13080,0,3,-264,-318,-622,336,190,400,6,-407
2023-01-05,34,36439,38716,33976,3320,6545,0,13080,0,4,-290,-304,-625,321,91,450,-5,-449
2023-01-05,35,36840,38924,34266,3420,6545,0,13080,0,0,-405,-269,-463,173,1,247,-5,-342
2023-01-05,36,36715,38816,34210,3520,6545,0,13080,0,0,-414,-269,-435,32,-36,231,-14,-333
2023-01-05,37,35961,38139,33681,3562,6545,0,13080,0,2,-408,-487,86,-7,-1,-168,-151,-354
2023-01-05,38,34941,37144,32723,3604,6545,0,13080,0,3,-405,-498,103,32,0,-194,-154,-349
2023-01-05,39,34003,34612,31929,3627,6545,0,13080,0,9,16,66,338,129,5,466,114,121
2023-01-05,40,32382,32987,30398,3649,6545,0,13080,0,5,58,124,372,25,64,518,174,165
2023-01-05,41,31308,31994,29419,3685,6545,0,13080,0,8,607,453,641,-37,-41,389,502,331
2023-01-05,42,29977,30787,28188,3721,6545,0,13080,0,13,658,483,645,-49,-148,379,533,345
2023-01-05,43,28556,29257,26927,3719,6545,0,13080,0,14,419,413,169,-49,-38,327,249,273
2023-01-05,44,26984,27684,25499,3716,6545,0,13080,0,17,390,398,131,-49,-34,323,183,261
2023-01-05,45,25255,26667,23886,3694,6545,0,13080,0,15,-364,-164,159,-42,0,22,-192,-35
2023-01-05,46,23916,25763,22668,3672,6545,0,13080,0,239,-434,-213,161,-17,0,1,-271,-73
2023-01-05,47,22319,26323,21170,3633,6545,0,13080,0,815,-937,35,404,-16,56,-224,-650,-762
2023-01-05,48,21394,26038,20316,3594,6545,0,13080,0,1229,-981,49,423,26,14,-286,-724,-824
2023-01-06,1,21067,26052,20057,3594,6545,0,13080,0,1067,-972,-489,429,63,0,-36,-1002,-819
2023-01-06,2,21563,26825,20613,3594,6545,0,13080,0,1282,-971,-530,427,122,0,-18,-1044,-817
2023-01-06,3,21177,26188,20279,3538,6545,0,13080,0,1341,-1010,74,111,94,0,-303,-1044,-713
2023-01-06,4,20581,25607,19753,3481,6545,0,13080,0,1335,-1013,128,102,3,0,-325,-1044,-709
2023-01-06,5,20179,25356,19441,3495,6545,0,13080,0,1248,-1009,-32,226,-63,0,-231,-1044,-950
2023-01-06,6,19887,25263,19145,3509,6545,0,13080,0,1333,-1008,-50,239,-147,0,-224,-1044,-970
2023-01-06,7,19641,25637,18911,3528,6545,0,13080,0,1285,-1014,-192,-465,-195,0,-324,-1044,-877
2023-01-06,8,19295,25513,18524,3547,6545,0,13080,0,1327,-1015,-204,-566,-269,0,-331,-1036,-870
2023-01-06,9,18865,24880,18211,3533,6545,0,13080,0,1316,-1023,-133,-611,-349,0,-147,-919,-917
2023-01-06,10,18714,24624,18115,3518,6545,0,13080,0,1299,-1020,-122,-588,-349,0,-134,-878,-920
2023-01-06,11,19373,24098,18690,3519,6545,0,13080,0,1290,-687,225,165,-350,-48,-406,-494,-850
2023-01-06,12,20225,24654,19527,3519,6545,0,13080,0,1175,-660,258,192,-312,-10,-422,-413,-837
2023-01-06,13,22760,25815,21867,3487,6545,0,13080,0,664,-961,315,346,-347,0,208,-37,-446
2023-01-06,14,24900,27232,23897,3454,6545,0,13080,0,26,-956,320,364,-288,-81,258,43,-381
2023-01-06,15,27715,28943,26429,3432,6545,0,13080,0,14,224,287,849,-382,-232,345,413,738
2023-01-06,16,29658,31109,28256,3409,6545,0,13080,0,17,956,290,887,-450,-384,352,491,851
2023-01-06,17,31003,32581,29418,3386,6545,7,13080,0,15,956,673,372,-450,-513,707,860,896
2023-01-06,18,31673,33263,29989,3363,6545,295,13080,0,12,956,713,327,-450,-528,733,924,902
2023-01-06,19,32327,33917,30524,3309,6545,834,13080,0,12,998,963,9,-450,-528,962,1073,990
2023-01-06,20,32390,33978,30512,3254,6545,1289,13080,0,10,1000,986,0,-450,-528,979,1095,998
2023-01-06,21,32346,33932,30416,3217,6545,1732,13080,0,8,1000,889,624,-450,-528,979,1095,963
